,ALL_mean,AML_mean,ALL_stdev,AML_stdev,mean_diff,std_sum,correlation
X80915_rna1_at,453.3703703703704,516.8181818181819,148.01147256681156,146.32690674091228,-63.44781144781149,294.3383793077238,-0.21556078278693755
X55005_rna1_at,446.48148148148147,501.90909090909093,155.4943408246423,101.84051703075211,-55.42760942760947,257.33485785539443,-0.21539098857239233
M23575_f_at,130.37037037037038,177.9090909090909,103.37800247640402,117.47038311460003,-47.538720538720526,220.84838559100405,-0.21525500587882473
U62739_at,1309.7407407407406,1474.4545454545455,358.06333696198664,408.75845278999765,-164.71380471380485,766.8217897519843,-0.21480063153536466
L17128_at,120.77777777777777,163.72727272727272,74.0801714014742,126.0556154315157,-42.94949494949495,200.1357868329899,-0.21460177427106333
M20919_at,-127.92592592592592,-100.72727272727273,55.643733440748484,71.09724454448416,-27.19865319865319,126.74097798523263,-0.21460031026289123
X97160_rna1_at,541.2592592592592,620.3636363636364,235.9181071396455,132.88060259290876,-79.10437710437714,368.79870973255424,-0.2144920115413151
U22178_s_at,119.88888888888889,170.54545454545453,87.06245915934029,149.2135138895694,-50.65656565656565,236.2759730489097,-0.21439575511167028
HG919-HT919_at,415.48148148148147,518.6363636363636,265.0737735293808,216.62237775782665,-103.15488215488216,481.69615128720744,-0.21414927621744043
AB002314_at,-7.703703703703703,19.90909090909091,69.82991138628577,59.12267677542103,-27.612794612794612,128.95258816170679,-0.2141313718974614
M69197_xpt2_s_at,81.70370370370371,151.1818181818182,115.70879057584267,209.3871143035398,-69.47811447811448,325.0959048793825,-0.21371574798486723
S69369_at,-126.18518518518519,-81.0909090909091,114.09511451720952,96.92518201732153,-45.0942760942761,211.02029653453104,-0.21369639240790725
AC002486_at,165.5185185185185,198.9090909090909,82.67237021956488,73.63213231389479,-33.3905723905724,156.30450253345967,-0.21362514738450722
L05147_at,-238.55555555555554,-191.54545454545453,141.61576762855768,78.46701681135029,-47.01010101010101,220.08278443990798,-0.21360190043822705
HG3514-HT3708_at,4524.037037037037,5337.272727272727,2170.6388191476913,1638.7055922836837,-813.2356902356896,3809.344411431375,-0.2134844220951167
L13042_at,109.18518518518519,166.45454545454547,135.76082958277343,133.4019217525472,-57.26936026936028,269.16275133532065,-0.21276852010631514
M35531_at,141.40740740740742,252.1818181818182,303.1570117763628,218.9053759878081,-110.77441077441077,522.0623877641709,-0.21218615508545394
D31784_at,72.25925925925925,85.63636363636364,31.817499530184275,31.34413095707944,-13.377104377104388,63.161630487263714,-0.21179162529380596
U58048_at,812.2592592592592,941.1818181818181,320.0265124344679,288.96429474307655,-128.9225589225589,608.9908071775444,-0.21169869463230334
D13118_at,3146.6296296296296,3443.7272727272725,692.9297415904638,710.9226527420674,-297.09764309764296,1403.8523943325313,-0.21163025706765956
U22028_r_at,94.70370370370371,142.54545454545453,113.06935067770601,113.29639326683231,-47.84175084175082,226.36574394453834,-0.21134713233585595
L76627_at,-32.44444444444444,-18.272727272727273,37.0823753837664,30.00030302877259,-14.17171717171717,67.08267841253898,-0.21125747371870315
X82693_at,184.1851851851852,256.3636363636364,179.3672719132959,162.50432162085582,-72.17845117845118,341.8715935341517,-0.21112737221684616
X13255_at,119.62962962962963,154.27272727272728,100.17183242506853,64.08290085364567,-34.64309764309765,164.25473327871418,-0.21091080270005866
L18983_at,2078.5185185185187,2463.6363636363635,814.3602194063553,1013.0460278513777,-385.1178451178448,1827.406247257733,-0.21074561044965537
U89012_at,-18.14814814814815,0.18181818181818182,40.712598412723175,46.27054826089309,-18.329966329966332,86.98314667361626,-0.21073009003393733
X17360_rna1_at,126.81481481481481,187.45454545454547,140.59790922973244,147.28907877800285,-60.63973063973066,287.8869880077353,-0.21063727492296844
X53065_f_at,255.96296296296296,300.3636363636364,87.06075751207025,123.7362297205412,-44.40067340067341,210.79698723261146,-0.21063239083050986
Z38026_at,-166.62962962962962,-97.0909090909091,162.24960546310882,168.33327332732205,-69.53872053872053,330.58287879043087,-0.21035185123063732
M10050_at,-169.74074074074073,-138.72727272727272,83.53193428614021,63.951686309417845,-31.013468013468014,147.48362059555805,-0.21028415147547636
M27436_s_at,22.0,52.0,51.57369633685522,91.22390037703934,-30.0,142.79759671389456,-0.2100875693314867
U61263_at,517.074074074074,594.7272727272727,136.88398398360954,232.96741871304278,-77.65319865319873,369.8514026966523,-0.20995783194822423
M97936_at,-474.9259259259259,-193.45454545454547,484.27526548806185,858.728171616183,-281.4713804713805,1343.0034371042448,-0.20958351460237737
S80267_s_at,244.22222222222223,372.0,249.79535213593937,360.2757277419616,-127.77777777777777,610.071079877901,-0.20944736112282375
X82895_at,1032.0,1186.4545454545455,353.79894333885784,384.4394266035583,-154.4545454545455,738.238369942416,-0.2092204249239893
M33552_at,1212.7037037037037,1749.4545454545455,1282.098994582256,1284.2564668816242,-536.7508417508418,2566.35546146388,-0.2091490636471195
U33053_at,509.6666666666667,626.4545454545455,314.46327901068804,243.9694094087878,-116.78787878787881,558.4326884194759,-0.20913510474901081
L12711_s_at,1951.2962962962963,2572.0,1330.9774550137902,1637.0050702426063,-620.7037037037037,2967.9825252563965,-0.2091332069585156
X66276_s_at,287.44444444444446,364.45454545454544,198.06221503770226,170.221246403828,-77.01010101010098,368.2834614415302,-0.20910550994787838
X13451_s_at,-119.66666666666667,-67.0,93.77222813408439,158.24221939798494,-52.66666666666667,252.0144475320693,-0.20898272770637383
S40719_s_at,1470.7407407407406,1727.4545454545455,592.3081054129614,636.3600181715321,-256.71380471380485,1228.6681235844935,-0.20893665245003082
M15661_at,1339.4814814814815,1578.2727272727273,662.1390378259731,481.13471936851346,-238.79124579124573,1143.2737571944865,-0.20886620049534127
L43366_at,195.66666666666666,238.0,90.71807554599705,112.01874843078726,-42.33333333333334,202.7368239767843,-0.2088092952377561
M37755_f_at,711.0,795.1818181818181,206.14632592483355,197.16937803919666,-84.18181818181813,403.3157039640302,-0.20872437486174827
U00943_at,350.962962962963,402.6363636363636,133.4069775252466,114.24033677057568,-51.673400673400636,247.64731429582227,-0.20865722214808752
D90097_at,19.666666666666668,41.36363636363637,49.97383931002915,54.2738845620483,-21.6969696969697,104.24772387207744,-0.20812895371791607
L17418_cds2_s_at,-49.925925925925924,-25.818181818181817,73.62217784896797,42.24646300418103,-24.107744107744107,115.868640853149,-0.20806098984364604
Z25884_at,609.1851851851852,716.5454545454545,254.49437609579402,261.9802907229335,-107.36026936026929,516.4746668187275,-0.20787131733210573
HG4333-HT4603_at,124.25925925925925,217.54545454545453,179.53435338559595,270.9086058567958,-93.28619528619528,450.4429592423918,-0.20709879768815795
X14346_at,-178.4814814814815,-124.54545454545455,125.02195818531251,135.6734046424454,-53.93602693602695,260.6953628277579,-0.20689292801752912
U34070_s_at,-348.8888888888889,-257.6363636363636,211.54220043315843,229.98185699192564,-91.25252525252529,441.52405742508404,-0.20667622458603774
U80456_at,-174.62962962962962,-132.54545454545453,117.75402921348974,86.21758943088543,-42.08417508417509,203.97161864437516,-0.20632368053885436
K03008_cds1_at,-65.33333333333333,-30.0,92.17041073676855,79.13279977354522,-35.33333333333333,171.30321051031376,-0.2062619447007153
X67734_at,-574.4814814814815,-405.09090909090907,421.636315248322,399.7095081544732,-169.39057239057246,821.3458234027952,-0.20623538534450164
X04143_at,-54.7037037037037,7.0,148.60112195839386,150.87544531831546,-61.7037037037037,299.4765672767093,-0.20603850332867923
M14949_at,-70.55555555555556,15.090909090909092,232.67447272189156,184.18547963694346,-85.64646464646465,416.859952358835,-0.2054562069630996
U12707_s_at,1402.2222222222222,1609.5454545454545,471.79716415273634,538.0305499943964,-207.32323232323233,1009.8277141471328,-0.20530554808384388
X99050_rna1_at,128.33333333333334,154.9090909090909,73.77199802301475,55.682051947561234,-26.575757575757564,129.45404997057597,-0.20529104791853214
U43527_at,580.1111111111111,667.0909090909091,204.1696755403613,219.62989529909382,-86.97979797979804,423.7995708394551,-0.20523805110871138
U12424_s_at,-45.592592592592595,-9.909090909090908,142.63677896058473,31.41163652360235,-35.68350168350169,174.04841548418707,-0.20502054893308502
U38268_at,286.0,376.0,191.10206696946008,248.03749716524717,-90.0,439.13956413470726,-0.20494623429646674
M94077_at,-186.03703703703704,-100.9090909090909,215.53252145852096,200.01772648715638,-85.12794612794613,415.55024794567737,-0.20485596278377013
D87462_at,808.6296296296297,983.0909090909091,382.0289103184317,470.5587008111644,-174.46127946127945,852.5876111295961,-0.20462563281928894
D26535_s_at,431.51851851851853,496.45454545454544,171.22889996240758,147.03697741477387,-64.9360269360269,318.2658773771815,-0.20403075400719217
X16663_at,1457.7037037037037,1794.7272727272727,653.7661199550951,998.5625759970269,-337.02356902356905,1652.328695952122,-0.20396884097529144
D90276_at,560.5925925925926,658.0909090909091,219.51349341025437,259.48081029064736,-97.49831649831651,478.9943037009017,-0.20354796653113721
U22963_at,392.25925925925924,455.27272727272725,124.0656130975717,185.5360293361324,-63.013468013468014,309.6016424337041,-0.20353079369390384
U05875_at,583.3703703703703,821.0909090909091,406.80917357368395,762.4029714718398,-237.7205387205388,1169.2121450455238,-0.20331685719128673
X89960_at,699.8518518518518,843.1818181818181,303.89847794993136,402.5212586142049,-143.32996632996628,706.4197365641362,-0.202896321989941
S81003_at,898.5185185185185,1090.4545454545455,512.1954532560616,434.24057010748396,-191.93602693602702,946.4360233635455,-0.20279873356246972
U34880_at,432.0,535.2727272727273,246.58513898698507,262.6587485347065,-103.27272727272725,509.2438875216916,-0.20279620394722614
D87023_cds2_at,482.962962962963,573.0909090909091,215.4425644469973,229.22585131064713,-90.12794612794613,444.6684157576444,-0.20268573825820846
X81420_at,-732.5185185185185,-563.9090909090909,398.2932211681364,435.01550651567686,-168.6094276094276,833.3087276838132,-0.2023372874997704
X12953_at,279.3703703703704,358.27272727272725,214.38949962593213,175.99607433638448,-78.90235690235687,390.3855739623166,-0.2021139154849334
X14085_s_at,1089.037037037037,1220.909090909091,315.31296802743105,337.39130236135446,-131.87205387205404,652.7042703887855,-0.20203951445499813
U89995_at,-4.37037037037037,14.090909090909092,38.80339809480226,52.66774068716931,-18.46127946127946,91.47113878197158,-0.20182627774300838
S78203_at,266.0,306.54545454545456,129.40752564015622,71.48896926990015,-40.54545454545456,200.8964949100564,-0.20182260802313756
L14754_at,500.037037037037,618.5454545454545,272.21915400329164,315.7877019886505,-118.5084175084175,588.0068559919421,-0.20154257777912968
X05610_at,318.037037037037,369.0,120.85448385478408,132.02878474029822,-50.96296296296299,252.8832685950823,-0.2015276188341471
U01157_at,141.96296296296296,185.45454545454547,87.59894690334752,129.1714857361048,-43.491582491582506,216.77043263945234,-0.20063429297998742
X03484_at,719.9629629629629,843.9090909090909,315.11591047904426,302.9684652056892,-123.94612794612794,618.0843756847335,-0.2005326988063992
U65406_rna4_at,54.74074074074074,74.9090909090909,48.22032175545317,52.42414433341673,-20.168350168350166,100.6444660888699,-0.20039204292207527
HG2260-HT2349_s_at,-63.666666666666664,-36.72727272727273,70.4753093698015,64.31499189005766,-26.939393939393938,134.79030125985915,-0.19986151590727655
U73524_at,155.44444444444446,180.9090909090909,64.12747721011122,63.32212021948499,-25.46464646464645,127.44959742959621,-0.19980170183521564
U82311_at,1318.962962962963,1518.2727272727273,524.7010490585957,475.48335216053374,-199.3097643097642,1000.1844012191294,-0.19927301812228285
M28212_at,107.62962962962963,130.8181818181818,55.52140830910885,60.94065667814579,-23.18855218855218,116.46206498725465,-0.19910820052082953
HG3255-HT3432_at,422.5925925925926,483.27272727272725,167.9045652147166,136.91975088283715,-60.68013468013464,304.8243160975537,-0.19906592576661444
U09579_at,489.85185185185185,690.6363636363636,371.5690953141725,637.3202135076641,-200.78451178451178,1008.8893088218366,-0.19901540241216792
M36072_at,14115.592592592593,14768.09090909091,1662.8915099275641,1616.137831655794,-652.4983164983169,3279.029341583358,-0.1989913015487816
HG2239-HT2324_at,-628.4814814814815,-443.72727272727275,570.3105341944031,358.18014766569377,-184.75420875420878,928.4906818600969,-0.19898337416168832
D17516_at,34.74074074074074,76.27272727272727,103.81403217462116,104.92386850387372,-41.531986531986526,208.7379006784949,-0.19896715640517762
Y07683_at,221.0,268.45454545454544,132.62555734675897,105.95976938099065,-47.45454545454544,238.58532672774962,-0.1988996813232188
Y08409_at,663.5555555555555,770.5454545454545,228.69686576395492,309.6744625042122,-106.98989898989896,538.3713282681672,-0.19872882037396764
D79984_s_at,335.9259259259259,439.72727272727275,230.2485155595556,292.8016703876844,-103.80134680134682,523.05018594724,-0.19845389522874052
L32140_at,-25.296296296296298,-7.909090909090909,40.60391683911864,47.01373106966633,-17.387205387205388,87.61764790878496,-0.1984441011850315
Y08223_at,63.592592592592595,102.27272727272727,97.78794139095822,97.15872674041267,-38.68013468013467,194.9466681313709,-0.19841393059392456
X14329_at,615.7037037037037,726.5454545454545,263.2718417872726,296.10956203282717,-110.84175084175081,559.3814038200998,-0.19815058220526427
X72308_at,206.74074074074073,288.72727272727275,180.43571039028166,233.7520442302445,-81.98653198653201,414.18775462052616,-0.19794533052201674
X15376_at,82.88888888888889,128.9090909090909,81.7563610008577,150.8333216139289,-46.02020202020202,232.58968261478657,-0.19786003189324766
HG3597-HT3800_f_at,5223.555555555556,6276.818181818182,2760.7883396613834,2562.6723090626247,-1053.2626262626263,5323.460648724008,-0.19785299371285578
X79234_at,13786.814814814816,14870.09090909091,2888.5620196406626,2590.327757429374,-1083.2760942760942,5478.889777070037,-0.19771817619141832
HG4334-HT4604_s_at,184.96296296296296,252.0909090909091,191.78382892474806,147.7555105878996,-67.12794612794613,339.53933951264764,-0.19770300025999094
X54162_at,-141.22222222222223,-106.81818181818181,102.1960157786283,72.3018923428954,-34.404040404040416,174.4979081215237,-0.1971601881902262
D84110_at,268.51851851851853,327.1818181818182,105.99360298925532,191.89987919840817,-58.663299663299654,297.8934821876635,-0.19692710035979782
U90908_at,-100.48148148148148,-22.727272727272727,189.1933017131035,206.5691607714428,-77.75420875420875,395.7624624845463,-0.1964668611218905
X94563_xpt2_r_at,455.9259259259259,703.2727272727273,403.4292356140641,855.7669181394069,-247.34680134680133,1259.196153753471,-0.19643230374354176
U41068_cds2_s_at,794.8148148148148,914.3636363636364,307.40552482861574,301.2670817488272,-119.54882154882159,608.6726065774429,-0.1964090715714033
Z46629_at,2.740740740740741,17.636363636363637,41.88775531804068,34.00668383501316,-14.895622895622896,75.89443915305384,-0.19626764571753907
J03071_cds3_f_at,176.92592592592592,216.63636363636363,123.43416991252586,79.37792227977843,-39.7104377104377,202.8120921923043,-0.1957991620774992
U86759_s_at,266.5925925925926,403.27272727272725,410.24244794617016,288.23465818984744,-136.68013468013464,698.4771061360176,-0.1956830560077345
D50928_at,258.18518518518516,338.45454545454544,168.05975060102813,242.73992816854982,-80.26936026936028,410.79967876957795,-0.19539781654596727
X13444_at,1060.9259259259259,1238.2727272727273,440.4884461879462,467.2457792017154,-177.34680134680139,907.7342253896616,-0.19537304685264237
X93921_at,274.5925925925926,342.1818181818182,173.03140205426902,173.02128087713268,-67.58922558922558,346.0526829314017,-0.19531484344140698
U92015_at,225.4814814814815,262.90909090909093,88.69323552836502,103.03926877210897,-37.42760942760944,191.73250430047398,-0.19520743008162397
Z80787_at,233.62962962962962,279.1818181818182,139.7583486286097,93.9668219977862,-45.55218855218857,233.72517062639588,-0.19489637521755265
Z95624_at,102.33333333333333,123.72727272727273,46.10856753359401,63.66960170927867,-21.393939393939405,109.77816924287268,-0.19488336835539277
HG4332-HT4602_at,1028.3333333333333,1158.090909090909,405.0542223911794,260.87983998210916,-129.75757575757575,665.9340623732885,-0.19485048609037858
HG2868-HT3012_s_at,769.4444444444445,873.3636363636364,219.3080610488945,314.44722060379945,-103.91919191919192,533.755281652694,-0.1946944517296795
D17461_at,-313.1111111111111,-229.54545454545453,227.13776458916755,202.88931151559643,-83.56565656565655,430.027076104764,-0.19432649990927114
Z83804_at,-28.0,-1.5454545454545454,54.99650338535519,81.2937434694253,-26.454545454545453,136.2902468547805,-0.1941044650299387
D30715_xpt5_s_at,240.77777777777777,301.09090909090907,167.57715406374032,143.49735505956517,-60.313131313131294,311.07450912330546,-0.193886446958031
X64044_at,233.74074074074073,289.27272727272725,162.9741821442404,123.4569486979902,-55.53198653198652,286.4311308422306,-0.19387552731680605
HG2247-HT2332_at,160.55555555555554,250.1818181818182,325.3740254080777,137.2281444761374,-89.62626262626264,462.60216988421513,-0.1937437142776378
D85815_at,689.8148148148148,832.9090909090909,423.69229010587003,316.21842278572404,-143.0942760942761,739.9107128915941,-0.19339397795047353
L17075_s_at,-25.77777777777778,1.5454545454545454,70.32251709272366,71.08496836373163,-27.323232323232325,141.40748545645528,-0.19322338018411467
HG945-HT945_s_at,105.92592592592592,124.81818181818181,51.67719771362186,46.19051457132337,-18.89225589225589,97.86771228494523,-0.1930386993950613
U52373_s_at,-107.44444444444444,-55.0,123.02355413413675,148.88653397805993,-52.44444444444444,271.91008811219666,-0.19287421370995475
X54867_s_at,7.333333333333333,23.818181818181817,51.56922158986516,33.958263152929895,-16.484848484848484,85.52748474279505,-0.19274328637657254
HG3033-HT3194_r_at,1471.851851851852,1970.5454545454545,1161.2030135796406,1426.8560798928786,-498.69360269360254,2588.059093472519,-0.19269019163873966
Y08976_at,1662.851851851852,1872.6363636363637,649.2977095828351,439.631726045169,-209.78451178451178,1088.929435628004,-0.19265207176948568
X97324_at,411.51851851851853,717.1818181818181,594.5282144026453,993.1187057126473,-305.6632996632996,1587.6469201152927,-0.1925259928958907
U78793_at,473.25925925925924,542.3636363636364,183.588082526029,175.35351306847133,-69.10437710437714,358.9415955945003,-0.19252262193219033
D28114_at,329.962962962963,378.0,119.21844252059762,130.3349531016143,-48.03703703703701,249.55339562221192,-0.19249201926211496
Z80783_at,390.85185185185185,457.54545454545456,198.31709335221086,148.421267772758,-66.69360269360271,346.73836112496883,-0.19234561320881802
X52638_at,46.148148148148145,156.45454545454547,211.7074730165521,361.83956766400314,-110.30639730639732,573.5470406805553,-0.1923231914430432
L36844_at,135.44444444444446,172.72727272727272,86.75976262217647,107.14764664619649,-37.28282828282826,193.90740926837296,-0.1922712928995294
U53446_at,131.2962962962963,163.63636363636363,92.73361966689436,75.48148478570454,-32.34006734006732,168.2151044525989,-0.19225424164677427
S77361_at,58.55555555555556,77.45454545454545,48.64101888271583,49.67164912978758,-18.898989898989896,98.31266801250341,-0.1922335166062864
AF008445_at,117.44444444444444,315.09090909090907,397.01185153142495,631.757936957733,-197.6464646464646,1028.769788489158,-0.19211923489386915
AF000430_at,-0.7037037037037037,16.818181818181817,47.54254355094444,43.76258260619038,-17.52188552188552,91.30512615713482,-0.19190472933283728
X80754_at,1205.5925925925926,1322.1818181818182,270.4017323651919,337.2511877464091,-116.58922558922563,607.6529201116009,-0.19186812361209912
M21539_at,301.44444444444446,348.0,105.23100352350585,137.6655367185266,-46.55555555555554,242.89654024203244,-0.19166825311371502
D87937_at,270.2962962962963,407.72727272727275,259.538468293655,458.7539843770495,-137.43097643097644,718.2924526707045,-0.19133011340992134
L35253_s_at,157.44444444444446,198.0909090909091,119.50163607934843,93.0639076607624,-40.646464646464636,212.56554374011083,-0.19121850103872082
X99141_at,446.037037037037,525.9090909090909,187.48979079518344,230.2704733766162,-79.87205387205387,417.76026417179963,-0.19119112256977916
X01059_at,96.44444444444444,131.0909090909091,84.67100735895072,96.56340357035324,-34.64646464646465,181.23441092930398,-0.19116935061509685
Z20656_rna1_s_at,-51.48148148148148,-32.36363636363637,48.32770376882137,51.68998496280054,-19.117845117845114,100.01768873162192,-0.19114464011605134
L04270_at,-916.8518518518518,-693.7272727272727,647.089026314933,520.6355905831047,-223.1245791245791,1167.7246168980378,-0.19107636843118952
L11285_at,966.7777777777778,1148.6363636363637,493.49564204554906,459.0723848647994,-181.8585858585859,952.5680269103484,-0.19091401424467677
Y00064_at,85.88888888888889,98.9090909090909,35.64820993815639,32.552894020208235,-13.02020202020202,68.20110395836463,-0.19090896282486258
M34516_r_at,1964.0,2827.4545454545455,2203.5393731973045,2322.7984141391335,-863.4545454545455,4526.337787336438,-0.1907622864272913
U54644_s_at,984.4444444444445,1123.909090909091,448.76705738598037,282.88600338138133,-139.46464646464653,731.6530607673617,-0.1906158177188178
U68133_at,23.59259259259259,39.54545454545455,39.23132506170122,44.46203692221857,-15.952861952861955,83.6933619839198,-0.19061083907618642
U25034_s_at,566.9629629629629,668.1818181818181,290.2286209553641,240.8247571084909,-101.2188552188552,531.053378063855,-0.19060015320472065
U40215_at,43.77777777777778,73.0909090909091,91.07365292119482,62.83701862032372,-29.313131313131315,153.91067154151852,-0.19045548316787042
U37519_at,318.9259259259259,386.6363636363636,173.60585906585732,182.3931318483636,-67.7104377104377,355.99899091422094,-0.1901983978565623
S38953_s_at,249.77777777777777,308.09090909090907,136.3669634403755,170.47079195302317,-58.313131313131294,306.83775539339865,-0.1900454891490379
U87223_at,179.03703703703704,227.54545454545453,96.70195347699965,158.91467121468906,-48.508417508417494,255.6166246916887,-0.18977019811182386
M55067_at,760.8148148148148,1094.7272727272727,550.2347776552391,1211.2368959794026,-333.91245791245797,1761.4716736346418,-0.18956447776617322
X64229_at,321.9259259259259,384.72727272727275,198.81126069445207,132.83078777835425,-62.801346801346824,331.6420484728063,-0.18936485011639395
Z31690_s_at,181.22222222222223,258.72727272727275,168.75251185215072,240.71729929902872,-77.50505050505052,409.46981115117944,-0.18928147666650583
D16626_at,-113.14814814814815,-77.18181818181819,72.27336125045483,117.84635605891104,-35.966329966329965,190.11971730936585,-0.18917727458959438
X69115_at,369.25925925925924,428.09090909090907,143.3198661930161,168.04847785413264,-58.83164983164983,311.36834404714875,-0.18894550764846307
X91911_s_at,580.4444444444445,951.7272727272727,1291.7914017522432,676.4644988333225,-371.2828282828283,1968.2559005855658,-0.18863544530585166
HG880-HT880_at,9.444444444444445,141.9090909090909,355.543715080626,347.21159385753657,-132.46464646464645,702.7553089381626,-0.1884932703885164
U68105_s_at,5920.740740740741,6589.181818181818,2220.8809165698294,1336.8799361335198,-668.4410774410771,3557.760852703349,-0.18788252080888604
HG4318-HT4588_s_at,368.5925925925926,443.3636363636364,182.65399388319292,215.4030049592033,-74.77104377104376,398.0569988423962,-0.18784004297999563
U62437_at,239.22222222222223,290.6363636363636,159.15820221821224,114.82706364552976,-51.4141414141414,273.98526586374203,-0.18765294276704136
D50917_at,437.6296296296296,529.7272727272727,288.4791884438844,203.30572589530817,-92.09764309764313,491.7849143391926,-0.18727220053383295
X15943_at,-38.03703703703704,-22.727272727272727,40.488822276583065,41.28459981419442,-15.309764309764311,81.77342209077749,-0.1872217637262238
S70609_at,324.18518518518516,420.54545454545456,189.70260876456013,325.53536325147957,-96.3602693602694,515.2379720160397,-0.18702090023223217
D56495_at,375.77777777777777,430.45454545454544,148.62118425802026,144.54228698644812,-54.67676767676767,293.1634712444684,-0.18650607268588668
U28150_at,62.03703703703704,99.0909090909091,82.56535009940329,116.3893934561518,-37.053872053872055,198.95474355555507,-0.18624271727165595
M38591_at,756.8888888888889,1443.0,1476.294746819611,2208.1118631083887,-686.1111111111111,3684.406609928,-0.18622024758676647
D87444_at,81.5925925925926,133.45454545454547,99.43040057449512,179.4460161922597,-51.86195286195287,278.8764167667548,-0.18596751013668145
J00212_f_at,350.0740740740741,407.6363636363636,153.82155643820283,155.8032558884908,-57.56228956228955,309.62481232669364,-0.18590980848638836
X90846_at,559.8518518518518,656.9090909090909,305.35977566240217,216.86514452325184,-97.05723905723903,522.224920185654,-0.1858533273799623
X77584_at,2134.037037037037,2508.3636363636365,1238.034281912615,776.298173735746,-374.32659932659953,2014.3324556483608,-0.185831588165576
U57099_at,-90.5925925925926,-51.63636363636363,122.03885234416735,87.74083738747052,-38.95622895622896,209.77968973163786,-0.18570067009854
S78723_rna2_at,13.777777777777779,34.90909090909091,47.814813711405485,66.00977888988047,-21.131313131313128,113.82459260128596,-0.18564804536866308
U50648_s_at,1668.888888888889,2184.909090909091,1187.810957936856,1591.9134684112357,-516.0202020202021,2779.7244263480916,-0.18563717940131644
L20826_at,135.74074074074073,174.45454545454547,76.08729429593586,132.48800974908156,-38.713804713804734,208.57530404501742,-0.18561068335035974
X98225_at,-119.4074074074074,-58.81818181818182,170.11540410042446,156.40896277503933,-60.589225589225585,326.5243668754638,-0.18555805243268195
X63679_at,713.8518518518518,859.2727272727273,430.0566781701529,354.4271690796548,-145.4208754208754,784.4838472498077,-0.18537140813119662
L12468_at,61.2962962962963,72.45454545454545,31.239539559808367,29.00125389138765,-11.158249158249156,60.24079345119601,-0.1852274599817314
L48728_cds1_at,231.55555555555554,266.1818181818182,99.38013008851547,87.84511162474345,-34.626262626262644,187.22524171325892,-0.18494441406193404
HG1067-HT1067_r_at,-1131.7037037037037,-947.0,633.7157100306107,368.31236742743243,-184.7037037037037,1002.0280774580431,-0.18432986845265084
M96738_s_at,-352.51851851851853,-257.90909090909093,348.0192711695907,165.8447795653843,-94.6094276094276,513.864050734975,-0.18411373100357695
M59815_at,673.2592592592592,816.3636363636364,395.3988825898176,382.08775764927947,-143.10437710437714,777.4866402390971,-0.18406023936355853
L41351_at,-95.51851851851852,-7.636363636363637,165.69373284893157,312.0555311886885,-87.88215488215488,477.7492640376201,-0.18395037208311565
J05272_at,931.4074074074074,1090.5454545454545,294.28364904776157,572.3611383796708,-159.1380471380471,866.6447874274324,-0.1836254592962314
X99142_at,623.1481481481482,745.4545454545455,297.5689582269712,368.89276589175984,-122.30639730639734,666.461724118731,-0.18351601131801576
X52479_at,321.962962962963,367.45454545454544,144.78059832871824,103.11970096578406,-45.49158249158245,247.9002992945023,-0.1835075738958227
M65292_s_at,0.18518518518518517,22.272727272727273,48.23742326087706,72.32439548187169,-22.087542087542086,120.56181874274876,-0.18320511682618051
M14058_at,211.2962962962963,289.90909090909093,162.86044398970617,266.30525888365577,-78.61279461279463,429.16570287336197,-0.18317585512184245
X64269_at,410.85185185185185,462.09090909090907,139.48220280840457,140.33919947431264,-51.23905723905722,279.8214022827172,-0.1831134317141614
AF000424_s_at,995.4074074074074,1537.5454545454545,1551.3664016765065,1410.0948452949087,-542.1380471380471,2961.461246971415,-0.18306437326926803
U16127_at,502.3703703703704,596.8181818181819,202.06608746571928,314.04261436366187,-94.44781144781149,516.1087018293812,-0.18299984308157374
M30818_at,349.8888888888889,493.3636363636364,281.9952718279747,502.2338643953179,-143.47474747474746,784.2291362232926,-0.18295003443215105
HG3985-HT4255_at,-88.51851851851852,-53.81818181818182,86.30730888488858,103.39421471418812,-34.7003367003367,189.70152359907672,-0.1829207063917624
M34344_at,175.96296296296296,273.27272727272725,259.50966804007095,272.8699657012809,-97.30976430976429,532.3796337413519,-0.18278265760451815
X97671_at,38.0,56.0,41.91566624691867,56.58798459037042,-18.0,98.50365083728909,-0.1827343438237926
U41804_at,-329.1111111111111,-217.0,323.4737337254084,290.5986923576911,-112.11111111111109,614.0724260830996,-0.18256985063833434
D28124_at,861.8888888888889,981.6363636363636,265.1171487552296,391.12869307358994,-119.74747474747471,656.2458418288195,-0.18247349867202758
M55531_at,576.2962962962963,941.0909090909091,798.7907117259196,1200.7741215187355,-364.7946127946128,1999.564833244655,-0.18243700165633925
X96584_at,20.40740740740741,75.36363636363636,50.69460543236352,250.5910105040772,-54.956228956228955,301.2856159364407,-0.18240575072068005
M77836_at,609.074074074074,728.2727272727273,322.5625670883243,331.55937353936804,-119.19865319865323,654.1219406276923,-0.18222696074721292
M17886_at,18524.666666666668,19722.090909090908,2848.081918657646,3723.60716119586,-1197.4242424242402,6571.689079853506,-0.18220950928660382
D86425_at,21.11111111111111,50.63636363636363,56.13673782233283,105.93797499223093,-29.525252525252522,162.07471281456378,-0.18217062990593452
U15174_at,128.40740740740742,175.54545454545453,120.78246792645264,138.04156159386466,-47.13804713804711,258.8240295203173,-0.18212392112667747
